Date,Produit,Catégorie,Prix HT
2022-03-22,Produit B,Beauté,127.64
2022-03-22,Produit D,Beauté,122.31
2022-03-22,Produit D,Électronique,175.59
2022-03-22,Produit C,Beauté,59.61
2022-03-22,Produit C,Maison,401.73
2022-03-23,Produit E,Alimentation,344.22
2022-03-23,Produit C,Électronique,44.27
2022-03-23,Produit A,Vêtements,227.74
2022-03-23,Produit C,Vêtements,202.07
2022-03-23,Produit B,Électronique,461.3
2022-03-23,Produit B,Électronique,367.66
2022-03-23,Produit D,Maison,435.76
2022-03-23,Produit E,Maison,464.79
2022-03-24,Produit D,Électronique,278.75
2022-03-24,Produit D,Vêtements,77.59
2022-03-24,Produit E,Vêtements,150.16
2022-03-24,Produit B,Vêtements,147.49
2022-03-24,Produit C,Alimentation,344.33
2022-03-25,Produit D,Électronique,158.08
2022-03-25,Produit D,Vêtements,147.49
2022-03-25,Produit D,Vêtements,338.64
2022-03-26,Produit A,Électronique,459.18
2022-03-26,Produit C,Beauté,291.39
2022-03-26,Produit B,Alimentation,470.24
2022-03-26,Produit B,Alimentation,16.11
2022-03-26,Produit D,Vêtements,143.26
2022-03-26,Produit B,Vêtements,325.46
2022-03-26,Produit C,Maison,481.07
2022-03-27,Produit B,Électronique,478.82
2022-03-27,Produit E,Beauté,21.1
2022-03-27,Produit A,Vêtements,448.5
2022-03-27,Produit E,Beauté,174.71
2022-03-27,Produit A,Électronique,70.24
2022-03-27,Produit D,Vêtements,25.57
2022-03-27,Produit B,Maison,337.64
2022-03-28,Produit D,Électronique,213.02
2022-03-28,Produit D,Alimentation,185.48
2022-03-28,Produit D,Beauté,366.58
2022-03-28,Produit A,Alimentation,401.21
2022-03-28,Produit E,Vêtements,388.05
2022-03-28,Produit D,Vêtements,233.88
2022-03-28,Produit B,Maison,324.71
2022-03-28,Produit D,Électronique,407.32
2022-03-28,Produit B,Électronique,141.48
2022-03-28,Produit A,Beauté,276.62
2022-03-29,Produit D,Beauté,391.8
2022-03-29,Produit E,Électronique,58.18
2022-03-29,Produit B,Maison,74.58
2022-03-29,Produit D,Maison,21.57
2022-03-29,Produit A,Maison,247.18
2022-03-30,Produit D,Maison,129.56
2022-03-30,Produit B,Beauté,270.12
2022-03-30,Produit E,Vêtements,436.53
2022-03-31,Produit A,Beauté,418.58
2022-03-31,Produit D,Beauté,253.28
2022-03-31,Produit A,Beauté,319.89
2022-03-31,Produit C,Beauté,256.24
2022-03-31,Produit D,Vêtements,351.24
2022-03-31,Produit C,Beauté,54.22
2022-04-01,Produit E,Vêtements,437.91
2022-04-01,Produit A,Alimentation,471.63
2022-04-01,Produit A,Beauté,153.76
2022-04-01,Produit A,Maison,332.71
2022-04-01,Produit C,Beauté,332.39
2022-04-01,Produit B,Beauté,196.96
2022-04-02,Produit A,Alimentation,40.32
2022-04-02,Produit B,Alimentation,453.36
2022-04-02,Produit A,Vêtements,25.76
2022-04-02,Produit C,Électronique,74.83
2022-04-03,Produit B,Vêtements,25.19
2022-04-03,Produit D,Électronique,380.87
2022-04-03,Produit C,Vêtements,206.27
2022-04-03,Produit A,Vêtements,108.14
2022-04-04,Produit C,Maison,421.73
2022-04-04,Produit B,Vêtements,401.16
2022-04-04,Produit A,Maison,220.03
2022-04-04,Produit E,Vêtements,100.64
2022-04-04,Produit A,Électronique,225.66
2022-04-04,Produit E,Vêtements,31.6
2022-04-04,Produit C,Électronique,270.0
2022-04-04,Produit E,Maison,334.56
2022-04-04,Produit D,Maison,455.38
2022-04-05,Produit E,Alimentation,55.81
2022-04-05,Produit A,Maison,287.46
2022-04-05,Produit C,Électronique,428.84
2022-04-05,Produit A,Maison,101.02
2022-04-05,Produit C,Alimentation,366.71
2022-04-05,Produit B,Beauté,408.53
2022-04-06,Produit B,Beauté,48.36
2022-04-06,Produit E,Vêtements,484.55
2022-04-06,Produit C,Maison,48.7
2022-04-06,Produit C,Électronique,141.37
2022-04-06,Produit A,Alimentation,132.01
2022-04-06,Produit C,Maison,467.5
2022-04-06,Produit E,Alimentation,289.69
2022-04-06,Produit B,Vêtements,158.28
2022-04-06,Produit A,Maison,48.86
2022-04-07,Produit E,Beauté,38.48
2022-04-07,Produit E,Électronique,214.41
2022-04-07,Produit A,Vêtements,75.34
2022-04-07,Produit C,Alimentation,249.58
2022-04-07,Produit A,Électronique,253.23
2022-04-07,Produit D,Beauté,347.69
2022-04-07,Produit A,Vêtements,493.16
2022-04-07,Produit E,Alimentation,351.9
2022-04-07,Produit A,Maison,243.06
2022-04-07,Produit B,Alimentation,367.55
2022-04-08,Produit A,Maison,404.55
2022-04-08,Produit E,Électronique,126.89
2022-04-08,Produit D,Alimentation,470.63
2022-04-08,Produit B,Électronique,88.08
2022-04-08,Produit A,Beauté,170.83
2022-04-08,Produit C,Électronique,241.25
2022-04-08,Produit E,Beauté,468.44
2022-04-08,Produit E,Beauté,283.88
2022-04-09,Produit E,Vêtements,13.15
2022-04-09,Produit B,Vêtements,466.3
2022-04-09,Produit C,Alimentation,474.36
2022-04-09,Produit A,Beauté,328.21
2022-04-09,Produit D,Alimentation,195.2
2022-04-09,Produit D,Maison,402.86
2022-04-09,Produit A,Vêtements,275.86
2022-04-09,Produit E,Vêtements,217.78
2022-04-09,Produit D,Beauté,409.16
2022-04-10,Produit D,Beauté,59.89
2022-04-10,Produit C,Beauté,282.34
2022-04-10,Produit B,Beauté,165.57
2022-04-10,Produit B,Électronique,321.41
2022-04-11,Produit E,Beauté,421.55
2022-04-11,Produit D,Électronique,442.14
2022-04-11,Produit E,Alimentation,180.52
2022-04-11,Produit E,Vêtements,479.32
2022-04-11,Produit E,Vêtements,409.45
2022-04-12,Produit B,Beauté,45.99
2022-04-12,Produit C,Alimentation,327.95
2022-04-12,Produit E,Maison,270.98
2022-04-12,Produit B,Maison,423.83
2022-04-12,Produit E,Alimentation,16.44
2022-04-12,Produit E,Électronique,283.54
2022-04-12,Produit D,Alimentation,277.76
2022-04-12,Produit D,Vêtements,395.99
2022-04-12,Produit C,Beauté,412.72
2022-04-13,Produit D,Alimentation,419.11
2022-04-13,Produit C,Électronique,478.56
2022-04-13,Produit E,Électronique,10.49
2022-04-13,Produit D,Maison,115.16
2022-04-13,Produit E,Maison,397.0
2022-04-13,Produit B,Beauté,232.12
2022-04-14,Produit A,Vêtements,304.4
2022-04-14,Produit D,Beauté,195.99
2022-04-14,Produit A,Alimentation,466.05
2022-04-14,Produit E,Vêtements,362.88
2022-04-14,Produit E,Électronique,98.48
2022-04-14,Produit B,Beauté,97.02
2022-04-14,Produit A,Électronique,461.99
2022-04-14,Produit C,Maison,73.13
2022-04-15,Produit A,Alimentation,62.57
2022-04-15,Produit D,Électronique,309.93
2022-04-15,Produit B,Beauté,442.22
2022-04-15,Produit E,Alimentation,498.63
2022-04-16,Produit E,Alimentation,61.76
2022-04-16,Produit E,Vêtements,483.75
2022-04-16,Produit A,Maison,367.54
2022-04-16,Produit A,Beauté,422.18
2022-04-17,Produit A,Maison,135.19
2022-04-17,Produit C,Maison,352.5
2022-04-17,Produit E,Alimentation,179.18
2022-04-17,Produit D,Beauté,280.74
2022-04-18,Produit A,Beauté,259.37
2022-04-18,Produit E,Vêtements,364.7
2022-04-18,Produit E,Maison,122.24
2022-04-18,Produit B,Vêtements,266.56
2022-04-18,Produit B,Électronique,238.43
2022-04-18,Produit C,Maison,279.84
2022-04-18,Produit A,Électronique,322.56
2022-04-18,Produit A,Alimentation,237.2
2022-04-19,Produit A,Alimentation,287.86
2022-04-19,Produit E,Vêtements,419.18
2022-04-19,Produit B,Électronique,379.03
2022-04-19,Produit D,Vêtements,490.39
2022-04-19,Produit A,Vêtements,15.19
2022-04-20,Produit D,Vêtements,449.26
2022-04-20,Produit D,Électronique,327.22
2022-04-20,Produit C,Beauté,192.15
2022-04-20,Produit E,Électronique,348.59
2022-04-20,Produit E,Beauté,214.15
2022-04-20,Produit C,Électronique,299.73
2022-04-20,Produit E,Vêtements,427.18
2022-04-20,Produit A,Vêtements,355.81
2022-04-20,Produit D,Vêtements,119.08
2022-04-20,Produit A,Maison,100.82
2022-04-20,Produit D,Beauté,372.56
2022-04-21,Produit C,Alimentation,187.47
2022-04-21,Produit B,Maison,497.45
2022-04-21,Produit B,Alimentation,102.39
2022-04-21,Produit C,Vêtements,458.96
2022-04-21,Produit E,Électronique,225.84
2022-04-22,Produit B,Beauté,168.46
2022-04-22,Produit E,Beauté,100.79
2022-04-22,Produit A,Beauté,154.65
2022-04-22,Produit C,Alimentation,490.09
2022-04-22,Produit A,Maison,52.61
2022-04-22,Produit D,Maison,452.19
2022-04-22,Produit B,Alimentation,290.27
2022-04-23,Produit B,Alimentation,22.38
2022-04-23,Produit C,Maison,359.99
2022-04-23,Produit C,Beauté,273.78
2022-04-23,Produit E,Électronique,387.29
2022-04-23,Produit E,Maison,253.82
2022-04-23,Produit B,Beauté,322.94
2022-04-23,Produit D,Alimentation,340.11
2022-04-23,Produit E,Alimentation,345.69
2022-04-23,Produit A,Vêtements,19.13
2022-04-23,Produit A,Beauté,136.7
2022-04-24,Produit B,Vêtements,28.44
2022-04-24,Produit D,Vêtements,297.01
2022-04-24,Produit B,Vêtements,373.37
2022-04-24,Produit D,Beauté,154.11
2022-04-24,Produit A,Vêtements,483.74
2022-04-24,Produit A,Alimentation,64.53
2022-04-24,Produit C,Alimentation,235.67
2022-04-24,Produit E,Alimentation,480.07
2022-04-24,Produit A,Beauté,492.15
2022-04-25,Produit B,Beauté,201.11
2022-04-25,Produit D,Beauté,277.67
2022-04-25,Produit D,Maison,103.43
2022-04-25,Produit D,Maison,85.69
2022-04-25,Produit A,Vêtements,231.05
2022-04-25,Produit D,Maison,450.85
2022-04-25,Produit B,Vêtements,495.57
2022-04-26,Produit D,Vêtements,66.49
2022-04-26,Produit C,Alimentation,148.08
2022-04-26,Produit E,Électronique,152.04
2022-04-27,Produit C,Alimentation,145.47
2022-04-27,Produit A,Électronique,245.03
2022-04-27,Produit C,Électronique,276.19
2022-04-27,Produit C,Beauté,84.66
2022-04-27,Produit C,Maison,439.37
2022-04-27,Produit E,Alimentation,227.7
2022-04-27,Produit A,Électronique,294.33
2022-04-27,Produit D,Alimentation,62.38
2022-04-27,Produit E,Alimentation,283.93
2022-04-27,Produit E,Vêtements,144.49
2022-04-28,Produit C,Alimentation,229.3
2022-04-28,Produit B,Vêtements,395.67
2022-04-28,Produit B,Beauté,69.0
2022-04-28,Produit D,Beauté,327.21
2022-04-28,Produit C,Maison,187.73
2022-04-29,Produit A,Vêtements,113.58
2022-04-29,Produit D,Alimentation,148.62
2022-04-29,Produit A,Beauté,85.56
2022-04-29,Produit C,Beauté,116.16
2022-04-30,Produit D,Électronique,105.32
2022-04-30,Produit C,Beauté,151.27
2022-04-30,Produit D,Beauté,468.42
2022-04-30,Produit D,Beauté,319.63
2022-04-30,Produit A,Maison,372.1
2022-04-30,Produit C,Vêtements,243.05
2022-04-30,Produit B,Alimentation,54.42
2022-04-30,Produit C,Beauté,399.0
2022-05-01,Produit C,Alimentation,68.62
2022-05-01,Produit A,Alimentation,234.22
2022-05-01,Produit B,Alimentation,272.93
2022-05-01,Produit D,Beauté,362.28
2022-05-01,Produit D,Beauté,103.3
2022-05-01,Produit C,Électronique,373.95
2022-05-01,Produit B,Beauté,356.47
2022-05-02,Produit C,Vêtements,279.1
2022-05-02,Produit D,Beauté,489.46
2022-05-02,Produit C,Électronique,87.59
2022-05-02,Produit A,Alimentation,496.58
2022-05-02,Produit C,Électronique,46.21
2022-05-03,Produit B,Maison,190.14
2022-05-03,Produit E,Alimentation,382.0
2022-05-03,Produit D,Alimentation,151.45
2022-05-03,Produit C,Électronique,484.26
2022-05-03,Produit D,Beauté,64.7
2022-05-03,Produit B,Alimentation,109.78
2022-05-03,Produit B,Vêtements,185.04
2022-05-03,Produit E,Vêtements,80.28
2022-05-03,Produit C,Vêtements,412.36
2022-05-03,Produit D,Beauté,350.4
2022-05-03,Produit C,Beauté,421.41
2022-05-04,Produit A,Électronique,80.77
2022-05-04,Produit D,Électronique,37.26
2022-05-04,Produit E,Électronique,219.29
2022-05-04,Produit A,Beauté,121.98
2022-05-04,Produit E,Électronique,273.23
2022-05-04,Produit A,Électronique,112.31
2022-05-04,Produit D,Alimentation,170.72
2022-05-04,Produit B,Alimentation,202.98
2022-05-05,Produit A,Alimentation,127.54
2022-05-05,Produit D,Alimentation,354.95
2022-05-05,Produit B,Électronique,188.13
2022-05-05,Produit D,Maison,246.42
2022-05-05,Produit B,Électronique,64.72
2022-05-05,Produit A,Beauté,489.69
2022-05-05,Produit D,Électronique,92.54
2022-05-05,Produit A,Alimentation,415.71
2022-05-05,Produit C,Alimentation,262.68
2022-05-05,Produit D,Alimentation,474.99
2022-05-05,Produit E,Vêtements,404.19
2022-05-06,Produit C,Maison,281.63
2022-05-06,Produit E,Maison,58.6
2022-05-06,Produit C,Vêtements,378.86
2022-05-06,Produit C,Maison,153.16
2022-05-06,Produit C,Beauté,344.59
2022-05-06,Produit B,Vêtements,474.49
2022-05-06,Produit B,Maison,92.14
2022-05-06,Produit C,Alimentation,359.17
2022-05-06,Produit B,Vêtements,332.23
2022-05-06,Produit D,Électronique,236.35
2022-05-07,Produit A,Maison,433.75
2022-05-07,Produit D,Électronique,206.7
2022-05-07,Produit A,Maison,406.92
2022-05-07,Produit A,Électronique,450.01
2022-05-07,Produit A,Beauté,102.89
2022-05-07,Produit B,Alimentation,227.65
2022-05-07,Produit E,Vêtements,375.63
2022-05-08,Produit B,Alimentation,58.42
2022-05-08,Produit C,Maison,325.36
2022-05-08,Produit C,Alimentation,285.27
2022-05-08,Produit C,Alimentation,308.54
2022-05-08,Produit D,Beauté,465.63
2022-05-08,Produit D,Beauté,97.07
2022-05-08,Produit A,Électronique,256.36
2022-05-09,Produit A,Électronique,429.39
2022-05-09,Produit C,Beauté,365.12
2022-05-09,Produit A,Maison,36.31
2022-05-10,Produit E,Beauté,393.22
2022-05-10,Produit A,Alimentation,63.55
2022-05-10,Produit E,Alimentation,305.17
2022-05-10,Produit B,Maison,136.47
2022-05-10,Produit D,Beauté,472.51
2022-05-11,Produit B,Beauté,233.42
2022-05-11,Produit C,Vêtements,335.13
2022-05-11,Produit E,Alimentation,206.24
2022-05-11,Produit D,Maison,336.0
2022-05-11,Produit C,Beauté,347.67
2022-05-11,Produit C,Beauté,169.21
2022-05-11,Produit A,Électronique,74.2
2022-05-11,Produit C,Alimentation,85.01
2022-05-12,Produit D,Vêtements,312.36
2022-05-12,Produit E,Alimentation,498.72
2022-05-12,Produit A,Électronique,400.99
2022-05-12,Produit D,Beauté,28.82
2022-05-12,Produit A,Électronique,310.06
2022-05-12,Produit E,Maison,371.54
2022-05-12,Produit E,Alimentation,264.27
2022-05-12,Produit B,Alimentation,401.16
2022-05-13,Produit A,Électronique,197.86
2022-05-13,Produit E,Maison,486.92
2022-05-13,Produit E,Maison,470.25
2022-05-13,Produit D,Électronique,311.68
2022-05-13,Produit B,Alimentation,392.09
2022-05-13,Produit C,Vêtements,122.08
2022-05-13,Produit C,Beauté,438.4
2022-05-13,Produit D,Électronique,258.3
2022-05-13,Produit A,Électronique,293.82
2022-05-14,Produit B,Alimentation,270.75
2022-05-14,Produit B,Électronique,247.45
2022-05-14,Produit E,Beauté,386.45
2022-05-14,Produit B,Maison,171.38
2022-05-14,Produit D,Alimentation,199.3
2022-05-15,Produit C,Électronique,147.75
2022-05-15,Produit D,Alimentation,65.05
2022-05-15,Produit B,Beauté,274.81
2022-05-15,Produit C,Vêtements,498.25
2022-05-15,Produit C,Alimentation,312.37
2022-05-15,Produit B,Beauté,475.38
2022-05-15,Produit E,Maison,498.24
2022-05-15,Produit B,Vêtements,6.38
2022-05-15,Produit B,Beauté,54.98
2022-05-15,Produit D,Maison,352.91
2022-05-16,Produit A,Alimentation,487.86
2022-05-16,Produit D,Beauté,334.85
2022-05-16,Produit A,Alimentation,215.72
2022-05-16,Produit D,Alimentation,467.2
2022-05-16,Produit D,Beauté,494.28
2022-05-16,Produit E,Alimentation,332.88
2022-05-17,Produit D,Maison,388.61
2022-05-17,Produit D,Électronique,117.41
2022-05-17,Produit B,Alimentation,61.52
2022-05-17,Produit B,Électronique,223.14
2022-05-17,Produit B,Beauté,53.84
2022-05-17,Produit E,Maison,413.99
2022-05-17,Produit B,Électronique,183.81
2022-05-17,Produit C,Beauté,482.74
2022-05-17,Produit E,Beauté,432.18
2022-05-18,Produit A,Maison,455.51
2022-05-18,Produit C,Beauté,351.8
2022-05-18,Produit A,Beauté,234.58
2022-05-18,Produit C,Alimentation,164.25
2022-05-18,Produit A,Alimentation,41.47
2022-05-18,Produit B,Alimentation,135.84
2022-05-19,Produit E,Beauté,131.72
2022-05-19,Produit B,Beauté,327.53
2022-05-19,Produit C,Alimentation,217.44
2022-05-19,Produit E,Maison,358.24
2022-05-19,Produit C,Beauté,172.78
2022-05-19,Produit E,Vêtements,214.24
2022-05-20,Produit D,Électronique,466.14
2022-05-20,Produit E,Beauté,266.27
2022-05-20,Produit D,Électronique,435.61
2022-05-20,Produit D,Vêtements,479.66
2022-05-20,Produit A,Beauté,436.5
2022-05-20,Produit E,Alimentation,326.67
2022-05-20,Produit E,Électronique,342.54
2022-05-20,Produit A,Électronique,98.94
2022-05-21,Produit D,Électronique,339.64
2022-05-21,Produit D,Beauté,6.36
2022-05-21,Produit A,Beauté,124.71
2022-05-21,Produit A,Beauté,213.17
2022-05-21,Produit D,Vêtements,144.28
2022-05-21,Produit D,Vêtements,461.96
2022-05-21,Produit D,Alimentation,365.74
2022-05-21,Produit E,Électronique,320.9
2022-05-21,Produit E,Beauté,307.5
2022-05-21,Produit B,Électronique,9.78
2022-05-22,Produit E,Maison,200.72
2022-05-22,Produit D,Maison,380.52
2022-05-22,Produit C,Alimentation,371.75
2022-05-22,Produit B,Vêtements,424.45
2022-05-22,Produit A,Vêtements,160.47
2022-05-22,Produit B,Maison,161.24
2022-05-22,Produit C,Beauté,48.71
2022-05-22,Produit E,Électronique,92.98
2022-05-22,Produit D,Alimentation,443.01
2022-05-22,Produit A,Électronique,390.01
2022-05-23,Produit D,Vêtements,475.23
2022-05-23,Produit D,Alimentation,78.06
2022-05-23,Produit B,Alimentation,98.81
2022-05-23,Produit C,Maison,208.14
2022-05-23,Produit D,Vêtements,473.26
2022-05-23,Produit A,Électronique,431.69
2022-05-24,Produit C,Électronique,266.87
2022-05-24,Produit B,Beauté,153.84
2022-05-24,Produit E,Vêtements,104.47
2022-05-24,Produit C,Vêtements,30.54
2022-05-24,Produit A,Alimentation,150.41
2022-05-24,Produit B,Alimentation,250.53
2022-05-25,Produit C,Vêtements,214.36
2022-05-25,Produit E,Alimentation,299.01
2022-05-25,Produit C,Alimentation,422.5
2022-05-25,Produit D,Vêtements,363.59
2022-05-26,Produit C,Vêtements,55.15
2022-05-26,Produit D,Beauté,51.16
2022-05-26,Produit E,Beauté,330.45
2022-05-27,Produit B,Vêtements,469.71
2022-05-27,Produit E,Électronique,190.22
2022-05-27,Produit C,Électronique,98.5
2022-05-27,Produit B,Électronique,143.12
2022-05-27,Produit D,Beauté,451.65
2022-05-28,Produit A,Alimentation,242.8
2022-05-28,Produit C,Beauté,175.54
2022-05-28,Produit E,Vêtements,273.88
2022-05-28,Produit C,Beauté,185.06
2022-05-28,Produit C,Alimentation,163.11
2022-05-28,Produit E,Alimentation,185.72
2022-05-28,Produit B,Maison,78.15
2022-05-28,Produit B,Alimentation,379.64
2022-05-28,Produit A,Électronique,9.18
2022-05-28,Produit B,Électronique,50.17
2022-05-29,Produit C,Maison,218.74
2022-05-29,Produit A,Électronique,75.18
2022-05-29,Produit C,Maison,365.52
2022-05-30,Produit C,Vêtements,409.28
2022-05-30,Produit C,Alimentation,323.4
2022-05-30,Produit C,Vêtements,434.45
2022-05-30,Produit B,Alimentation,62.5
2022-05-30,Produit A,Électronique,438.81
2022-05-30,Produit D,Électronique,282.69
2022-05-30,Produit D,Vêtements,95.94
2022-05-31,Produit D,Alimentation,108.2
2022-05-31,Produit D,Maison,353.6
2022-05-31,Produit E,Vêtements,453.98
2022-05-31,Produit E,Électronique,135.58
2022-05-31,Produit C,Alimentation,215.54
2022-05-31,Produit D,Beauté,495.73
2022-06-01,Produit D,Électronique,381.28
2022-06-01,Produit E,Maison,39.19
2022-06-01,Produit C,Vêtements,196.92
2022-06-01,Produit A,Alimentation,23.01
2022-06-01,Produit E,Beauté,108.18
2022-06-01,Produit E,Vêtements,118.92
2022-06-01,Produit E,Maison,398.52
2022-06-01,Produit E,Électronique,136.88
2022-06-01,Produit D,Électronique,390.81
2022-06-01,Produit B,Alimentation,488.37
2022-06-02,Produit D,Électronique,423.1
2022-06-02,Produit B,Électronique,291.08
2022-06-02,Produit D,Vêtements,346.95
2022-06-02,Produit D,Électronique,50.92
2022-06-02,Produit C,Maison,244.69
2022-06-02,Produit E,Électronique,58.85
2022-06-02,Produit D,Électronique,155.54
2022-06-02,Produit C,Vêtements,390.72
2022-06-02,Produit D,Beauté,379.82
2022-06-02,Produit D,Maison,480.01
2022-06-03,Produit E,Maison,499.98
2022-06-03,Produit D,Beauté,417.68
2022-06-03,Produit D,Alimentation,81.34
2022-06-03,Produit E,Beauté,356.42
2022-06-04,Produit D,Électronique,65.85
2022-06-04,Produit C,Vêtements,258.87
2022-06-04,Produit E,Alimentation,259.47
2022-06-04,Produit C,Vêtements,384.4
2022-06-04,Produit C,Alimentation,353.13
2022-06-04,Produit E,Alimentation,148.09
2022-06-05,Produit C,Beauté,177.23
2022-06-05,Produit D,Alimentation,257.37
2022-06-05,Produit B,Alimentation,258.51
2022-06-05,Produit A,Maison,216.44
2022-06-05,Produit A,Vêtements,401.86
2022-06-05,Produit A,Électronique,434.9
2022-06-05,Produit A,Beauté,274.89
2022-06-06,Produit D,Électronique,260.2
2022-06-06,Produit A,Beauté,45.11
2022-06-06,Produit E,Vêtements,302.51
2022-06-06,Produit D,Alimentation,8.49
2022-06-06,Produit D,Beauté,8.87
2022-06-06,Produit A,Électronique,105.35
2022-06-06,Produit C,Électronique,486.67
2022-06-06,Produit E,Alimentation,70.48
2022-06-06,Produit B,Maison,363.84
2022-06-06,Produit B,Électronique,96.02
2022-06-07,Produit D,Alimentation,287.97
2022-06-07,Produit C,Électronique,166.78
2022-06-07,Produit A,Maison,475.68
2022-06-07,Produit D,Maison,168.52
2022-06-07,Produit D,Électronique,50.23
2022-06-07,Produit E,Maison,377.66
2022-06-07,Produit D,Vêtements,110.47
2022-06-07,Produit A,Électronique,50.15
2022-06-07,Produit C,Électronique,127.11
2022-06-08,Produit B,Électronique,379.42
2022-06-08,Produit E,Beauté,309.47
2022-06-08,Produit E,Beauté,379.23
2022-06-08,Produit A,Vêtements,373.39
2022-06-09,Produit C,Beauté,184.98
2022-06-09,Produit D,Alimentation,278.34
2022-06-09,Produit C,Beauté,138.63
2022-06-09,Produit B,Électronique,494.48
2022-06-09,Produit B,Maison,21.72
2022-06-09,Produit A,Électronique,139.87
2022-06-09,Produit C,Maison,221.47
2022-06-10,Produit E,Beauté,438.13
2022-06-10,Produit E,Électronique,85.51
2022-06-10,Produit D,Électronique,369.83
2022-06-10,Produit D,Maison,304.17
2022-06-10,Produit D,Beauté,135.51
2022-06-10,Produit C,Vêtements,272.52
2022-06-10,Produit A,Vêtements,51.0
2022-06-10,Produit D,Beauté,375.96
2022-06-10,Produit C,Électronique,461.94
2022-06-10,Produit B,Maison,58.16
2022-06-10,Produit C,Électronique,424.83
2022-06-11,Produit D,Beauté,244.44
2022-06-11,Produit C,Maison,382.08
2022-06-11,Produit E,Vêtements,344.26
2022-06-11,Produit B,Alimentation,112.43
2022-06-11,Produit A,Alimentation,419.4
2022-06-11,Produit A,Beauté,92.77
2022-06-11,Produit E,Alimentation,305.55
2022-06-11,Produit C,Alimentation,73.53
2022-06-12,Produit C,Beauté,290.41
2022-06-12,Produit C,Électronique,217.25
2022-06-12,Produit C,Alimentation,320.17
2022-06-12,Produit E,Maison,136.84
2022-06-12,Produit A,Alimentation,276.13
2022-06-12,Produit E,Maison,104.68
2022-06-13,Produit A,Maison,227.38
2022-06-13,Produit B,Alimentation,91.38
2022-06-13,Produit D,Maison,14.23
2022-06-13,Produit D,Maison,484.26
2022-06-13,Produit B,Beauté,58.89
2022-06-13,Produit A,Alimentation,333.03
2022-06-13,Produit A,Électronique,78.49
2022-06-14,Produit E,Vêtements,421.63
2022-06-14,Produit B,Maison,91.11
2022-06-14,Produit A,Maison,350.98
2022-06-14,Produit C,Électronique,450.75
2022-06-15,Produit A,Maison,29.35
2022-06-15,Produit E,Beauté,123.5
2022-06-15,Produit C,Électronique,146.14
2022-06-15,Produit A,Alimentation,356.38
2022-06-15,Produit C,Vêtements,439.88
2022-06-15,Produit D,Électronique,399.01
2022-06-16,Produit C,Vêtements,210.5
2022-06-16,Produit B,Maison,112.4
2022-06-16,Produit B,Électronique,398.08
2022-06-16,Produit E,Vêtements,438.95
2022-06-16,Produit C,Beauté,264.12
2022-06-16,Produit E,Vêtements,104.43
2022-06-16,Produit E,Beauté,225.57
2022-06-16,Produit E,Maison,425.38
2022-06-17,Produit A,Beauté,124.82
2022-06-17,Produit A,Beauté,243.55
2022-06-17,Produit C,Vêtements,48.77
2022-06-17,Produit C,Vêtements,90.93
2022-06-17,Produit C,Vêtements,407.8
2022-06-17,Produit E,Alimentation,102.35
2022-06-17,Produit D,Maison,276.97
2022-06-17,Produit E,Électronique,109.99
2022-06-17,Produit B,Vêtements,300.94
2022-06-18,Produit D,Électronique,71.77
2022-06-18,Produit D,Maison,37.22
2022-06-18,Produit B,Beauté,213.66
2022-06-18,Produit C,Beauté,491.81
2022-06-18,Produit A,Électronique,155.67
2022-06-18,Produit A,Beauté,476.27
2022-06-19,Produit C,Vêtements,238.14
2022-06-19,Produit E,Maison,94.17
2022-06-19,Produit E,Maison,358.36
2022-06-19,Produit C,Beauté,15.75
2022-06-19,Produit A,Maison,107.13
2022-06-19,Produit B,Alimentation,386.28
2022-06-19,Produit E,Électronique,92.94
2022-06-19,Produit D,Maison,73.83
2022-06-19,Produit D,Maison,58.75
2022-06-19,Produit B,Alimentation,220.7
2022-06-19,Produit C,Maison,390.33
2022-06-20,Produit B,Électronique,405.95
2022-06-20,Produit D,Maison,434.0
2022-06-20,Produit C,Alimentation,162.67
2022-06-20,Produit E,Beauté,381.81
2022-06-21,Produit E,Vêtements,478.95
2022-06-21,Produit E,Beauté,284.53
2022-06-21,Produit A,Alimentation,343.45
2022-06-21,Produit B,Alimentation,183.38
2022-06-21,Produit C,Alimentation,430.5
2022-06-21,Produit C,Vêtements,400.06
2022-06-21,Produit C,Vêtements,477.75
2022-06-22,Produit A,Maison,490.97
2022-06-22,Produit D,Électronique,256.87
2022-06-22,Produit C,Beauté,487.07
2022-06-22,Produit D,Vêtements,268.56
2022-06-22,Produit B,Électronique,80.4
2022-06-22,Produit C,Beauté,425.14
2022-06-22,Produit B,Vêtements,282.87
2022-06-23,Produit B,Électronique,19.55
2022-06-23,Produit A,Vêtements,347.17
2022-06-23,Produit C,Électronique,226.01
2022-06-23,Produit B,Électronique,169.86
2022-06-23,Produit D,Alimentation,239.01
2022-06-23,Produit B,Alimentation,491.78
2022-06-23,Produit A,Électronique,400.27
2022-06-23,Produit D,Beauté,313.05
2022-06-24,Produit B,Électronique,446.4
2022-06-24,Produit C,Alimentation,484.4
2022-06-24,Produit E,Beauté,399.8
2022-06-24,Produit D,Alimentation,401.42
2022-06-24,Produit E,Beauté,78.59
2022-06-24,Produit E,Beauté,252.91
2022-06-25,Produit C,Beauté,209.11
2022-06-25,Produit C,Beauté,21.57
2022-06-25,Produit B,Électronique,62.14
2022-06-26,Produit C,Alimentation,77.3
